iter	Logloss
0	0.2979551289
1	0.1223623094
2	0.04947781786
3	0.02167999336
4	0.01174803629
5	0.007460793516
6	0.005320186117
7	0.004123421589
8	0.003415805883
9	0.002985387168
10	0.002705744157
11	0.002616293018
12	0.002473267775
13	0.002313461086
14	0.002245229404
15	0.0021507535
16	0.002123734788
17	0.002091157847
18	0.002069231187
19	0.002017825536
20	0.002009100047
21	0.002009084485
22	0.002009119546
23	0.002009119546
24	0.001985157212
25	0.001971729652
26	0.001930695679
27	0.001930695679
28	0.001910003666
29	0.001899618282
30	0.001899679299
31	0.001880635147
32	0.001872796531
33	0.001864521731
34	0.001849659075
35	0.001838747378
36	0.0018249454
37	0.001792077157
38	0.001792077157
39	0.001792114155
40	0.001782264668
41	0.001782151146
42	0.001770153922
43	0.001770109995
44	0.001762204301
45	0.001754390447
46	0.001754442881
47	0.001739534828
48	0.001723150852
49	0.001713837483
50	0.001713837483
51	0.001713893341
52	0.001713893341
53	0.001713893341
54	0.001703041403
55	0.001686129354
56	0.001672014945
57	0.001666823223
58	0.001666792229
59	0.001666792229
60	0.001653166332
61	0.001639702241
62	0.001639702241
63	0.001630150298
64	0.001630150298
65	0.001630109696
66	0.001630134939
67	0.001630067562
68	0.001630067562
69	0.001630067562
70	0.001630041506
71	0.001630076258
72	0.001630112786
73	0.001630133031
74	0.001630070774
75	0.001630051705
76	0.001630055902
77	0.001630055902
78	0.001630055902
79	0.001630051472
80	0.001611764447
81	0.00161175089
82	0.001611741976
83	0.001603561748
84	0.001595138654
85	0.001595138654
86	0.001595102306
87	0.001595104056
88	0.001589165876
89	0.001589141142
90	0.001589141142
91	0.001589141142
92	0.001576751896
93	0.001576751896
94	0.001576693299
95	0.001576734534
96	0.001576734534
97	0.001576734534
98	0.001576734534
99	0.00157667325
100	0.00157667325
101	0.001576755526
102	0.001576755526
103	0.001576755526
104	0.001576755526
105	0.001576681396
106	0.001576681396
107	0.00157671469
108	0.00157671469
109	0.001576686319
110	0.001576674482
111	0.001576662946
112	0.001576662946
113	0.001576663012
114	0.001576627002
115	0.001576627002
116	0.001576644319
117	0.001576643751
118	0.001576643751
119	0.001576631651
120	0.001576635437
121	0.001576592794
122	0.001576592794
123	0.001576592794
124	0.001576624565
125	0.001576566607
126	0.001576566607
127	0.001576570515
128	0.001576584364
129	0.001576584364
130	0.001576584364
131	0.001576527901
132	0.001576484557
133	0.001576512672
134	0.001576456179
135	0.001576444836
136	0.001576444836
137	0.001576474934
138	0.001576474934
139	0.001576474934
140	0.001576421232
141	0.001576474616
142	0.001576474616
143	0.001576474616
144	0.001576383681
145	0.001576383681
146	0.001576404698
147	0.001576404698
148	0.001576404698
149	0.001576404698
150	0.001576404698
151	0.001576404698
152	0.001576404698
153	0.001576404698
154	0.001576404698
155	0.001576404698
156	0.001576404698
157	0.001576404698
158	0.001576420495
159	0.001576420495
160	0.001576420495
161	0.001576420495
162	0.001576420495
163	0.001576420495
164	0.001576420495
165	0.001576420495
166	0.001576420495
167	0.001576420495
168	0.001576420495
169	0.001576420495
170	0.001576420495
171	0.001576420495
172	0.001576420495
173	0.001576420495
174	0.001576420495
175	0.001576420495
176	0.001576420495
177	0.001576420495
178	0.001576420495
179	0.001576420495
180	0.001576420495
181	0.001576420495
182	0.001576420495
183	0.001576420495
184	0.001576420495
185	0.001576420495
186	0.001576420495
187	0.001576420495
188	0.001576420495
189	0.001576420495
190	0.001576420495
191	0.001576420495
192	0.001576420495
193	0.001576420495
194	0.001576420495
195	0.001576420495
196	0.001576420495
197	0.001576420495
198	0.001576420495
199	0.001576420495
200	0.001576420495
201	0.001576420495
202	0.001576420495
203	0.001576420495
204	0.001576420495
205	0.001576420495
206	0.001576420495
207	0.001576420495
208	0.001576420495
209	0.001576420495
210	0.001576420495
211	0.001576420495
212	0.001576420495
213	0.001576420495
214	0.001576420495
215	0.001576420495
216	0.001576420495
217	0.001576420495
218	0.001576420495
219	0.001576420495
220	0.001576420495
221	0.001576420495
222	0.001576420495
223	0.001576420495
224	0.001576420495
225	0.001576420495
226	0.001576420495
227	0.001576420495
228	0.001576420495
229	0.001576420495
230	0.001576420495
231	0.001576420495
232	0.001576420495
233	0.001576420495
234	0.001576420495
235	0.001576420495
236	0.001576420495
237	0.001576420495
238	0.001576420495
239	0.001576420495
240	0.001576420495
241	0.001576420495
242	0.001576420495
243	0.001576420495
244	0.001576420495
245	0.001576420495
246	0.001576420495
247	0.001576420495
248	0.001576420495
249	0.001576420495
250	0.001576420495
251	0.001576420495
252	0.001576420495
253	0.001576420495
254	0.001576420495
255	0.001576420495
256	0.001576420495
257	0.001576420495
258	0.001576420495
259	0.001576420495
260	0.001576420495
261	0.001576420495
262	0.001576420495
263	0.001576420495
264	0.001576420495
265	0.001576420495
266	0.001576420495
267	0.001576420495
268	0.001576420495
269	0.001576420495
270	0.001576420495
271	0.001576420495
272	0.001576420495
273	0.001576420495
274	0.001576420495
275	0.001576420495
276	0.001576420495
277	0.001576420495
278	0.001576420495
279	0.001576420495
280	0.001576420495
281	0.001576420495
282	0.001576420495
283	0.001576420495
284	0.001576420495
285	0.001576420495
286	0.001576420495
287	0.001576420495
288	0.001576420495
289	0.001576420495
290	0.001576420495
291	0.001576420495
292	0.001576420495
293	0.001576420495
294	0.001576420495
295	0.001576420495
296	0.001576420495
297	0.001576420495
298	0.001576420495
299	0.001576420495
300	0.001576420495
301	0.001576420495
302	0.001576420495
303	0.001576420495
304	0.001576420495
305	0.001576420495
306	0.001576420495
307	0.001576420495
308	0.001576420495
309	0.001576420495
310	0.001576420495
311	0.001576420495
312	0.001576420495
313	0.001576420495
314	0.001576420495
315	0.001576420495
316	0.001576420495
317	0.001576420495
318	0.001576420495
319	0.001576420495
320	0.001576420495
321	0.001576420495
322	0.001576420495
323	0.001576420495
324	0.001576420495
325	0.001576420495
326	0.001576420495
327	0.001576420495
328	0.001576420495
329	0.001576420495
330	0.001576420495
331	0.001576420495
332	0.001576420495
333	0.001576420495
334	0.001576420495
335	0.001576420495
336	0.001576420495
337	0.001576420495
338	0.001576420495
339	0.001576420495
340	0.001576420495
341	0.001576420495
342	0.001576420495
343	0.001576420495
344	0.001576420495
345	0.001576420495
346	0.001576420495
347	0.001576420495
348	0.001576420495
349	0.001576420495
350	0.001576420495
351	0.001576420495
352	0.001576420495
353	0.001576420495
354	0.001576420495
355	0.001576420495
356	0.001576420495
357	0.001576420495
358	0.001576420495
359	0.001576420495
360	0.001576420495
361	0.001576420495
362	0.001576420495
363	0.001576420495
364	0.001576420495
365	0.001576420495
366	0.001576420495
367	0.001576420495
368	0.001576420495
369	0.001576420495
370	0.001576420495
371	0.001576420495
372	0.001576420495
373	0.001576420495
374	0.001576420495
375	0.001576420495
376	0.001576420495
377	0.001576420495
378	0.001576420495
379	0.001576420495
380	0.001576420495
381	0.001576420495
382	0.001576420495
383	0.001576420495
384	0.001576420495
385	0.001576420495
386	0.001576420495
387	0.001576420495
388	0.001576420495
389	0.001576420495
390	0.001576420495
391	0.001576420495
392	0.001576420495
393	0.001576420495
394	0.001576420495
395	0.001576420495
396	0.001576420495
397	0.001576420495
398	0.001576420495
399	0.001576420495
400	0.001576420495
401	0.001576420495
402	0.001576420495
403	0.001576420495
404	0.001576420495
405	0.001576420495
406	0.001576420495
407	0.001576420495
408	0.001576420495
409	0.001576420495
410	0.001576420495
411	0.001576420495
412	0.001576420495
413	0.001576420495
414	0.001576420495
415	0.001576420495
416	0.001576420495
417	0.001576420495
418	0.001576420495
419	0.001576420495
420	0.001576420495
421	0.001576420495
422	0.001576420495
423	0.001576420495
424	0.001576420495
425	0.001576420495
426	0.001576420495
427	0.001576420495
428	0.001576420495
429	0.001576420495
430	0.001576420495
431	0.001576420495
432	0.001576420495
433	0.001576420495
434	0.001576420495
435	0.001576420495
436	0.001576420495
437	0.001576420495
438	0.001576420495
439	0.001576420495
440	0.001576420495
441	0.001576420495
442	0.001576420495
443	0.001576420495
444	0.001576420495
445	0.001576420495
446	0.001576420495
447	0.001576420495
448	0.001576420495
449	0.001576420495
450	0.001576420495
451	0.001576420495
452	0.001576420495
453	0.001576420495
454	0.001576420495
455	0.001576420495
456	0.001576420495
457	0.001576420495
458	0.001576420495
459	0.001576420495
460	0.001576420495
461	0.001576420495
462	0.001576420495
463	0.001576420495
464	0.001576420495
465	0.001576420495
466	0.001576420495
467	0.001576420495
468	0.001576420495
469	0.001576420495
470	0.001576420495
471	0.001576420495
472	0.001576420495
473	0.001576420495
474	0.001576420495
475	0.001576420495
476	0.001576420495
477	0.001576420495
478	0.001576420495
479	0.001576420495
480	0.001576420495
481	0.001576420495
482	0.001576420495
483	0.001576420495
484	0.001576420495
485	0.001576420495
486	0.001576420495
487	0.001576420495
488	0.001576420495
489	0.001576420495
490	0.001576420495
491	0.001576420495
492	0.001576420495
493	0.001576420495
494	0.001576420495
495	0.001576420495
496	0.001576420495
497	0.001576420495
498	0.001576420495
499	0.001576420495
500	0.001576420495
501	0.001576420495
502	0.001576420495
503	0.001576420495
504	0.001576420495
505	0.001576420495
506	0.001576420495
507	0.001576420495
508	0.001576420495
509	0.001576420495
510	0.001576420495
511	0.001576420495
512	0.001576420495
513	0.001576420495
514	0.001576420495
515	0.001576420495
516	0.001576420495
517	0.001576420495
518	0.001576420495
519	0.001576420495
520	0.001576420495
521	0.001576420495
522	0.001576420495
523	0.001576420495
524	0.001576420495
525	0.001576420495
526	0.001576420495
527	0.001576420495
528	0.001576420495
529	0.001576420495
530	0.001576420495
531	0.001576420495
532	0.001576420495
533	0.001576420495
534	0.001576420495
535	0.001576420495
536	0.001576420495
537	0.001576420495
538	0.001576420495
539	0.001576420495
540	0.001576420495
541	0.001576420495
542	0.001576420495
543	0.001576420495
544	0.001576420495
545	0.001576420495
546	0.001576420495
547	0.001576420495
548	0.001576420495
549	0.001576420495
550	0.001576420495
551	0.001576420495
552	0.001576420495
553	0.001576420495
554	0.001576420495
555	0.001576420495
556	0.001576420495
557	0.001576420495
558	0.001576420495
559	0.001576420495
560	0.001576420495
561	0.001576420495
562	0.001576420495
563	0.001576420495
564	0.001576420495
565	0.001576420495
566	0.001576420495
567	0.001576420495
568	0.001576420495
569	0.001576420495
570	0.001576420495
571	0.001576420495
572	0.001576420495
573	0.001576420495
574	0.001576420495
575	0.001576420495
576	0.001576420495
577	0.001576420495
578	0.001576420495
579	0.001576420495
580	0.001576420495
581	0.001576420495
582	0.001576420495
583	0.001576420495
584	0.001576420495
585	0.001576420495
586	0.001576420495
587	0.001576420495
588	0.001576420495
589	0.001576420495
590	0.001576420495
591	0.001576420495
592	0.001576420495
593	0.001576420495
594	0.001576420495
595	0.001576420495
596	0.001576420495
597	0.001576420495
598	0.001576420495
599	0.001576420495
600	0.001576420495
601	0.001576420495
602	0.001576420495
603	0.001576420495
604	0.001576420495
605	0.001576420495
606	0.001576420495
607	0.001576420495
608	0.001576420495
609	0.001576420495
610	0.001576420495
611	0.001576420495
612	0.001576420495
613	0.001576420495
614	0.001576420495
615	0.001576420495
616	0.001576420495
617	0.001576420495
618	0.001576420495
619	0.001576420495
620	0.001576420495
621	0.001576420495
622	0.001576420495
623	0.001576420495
624	0.001576420495
625	0.001576420495
626	0.001576420495
627	0.001576420495
628	0.001576420495
629	0.001576420495
630	0.001576420495
631	0.001576420495
632	0.001576420495
633	0.001576420495
634	0.001576420495
635	0.001576420495
636	0.001576420495
637	0.001576420495
638	0.001576420495
639	0.001576420495
640	0.001576420495
641	0.001576420495
642	0.001576420495
643	0.001576420495
644	0.001576420495
645	0.001576420495
646	0.001576420495
647	0.001576420495
648	0.001576420495
649	0.001576420495
650	0.001576420495
651	0.001576420495
652	0.001576420495
653	0.001576420495
654	0.001576420495
655	0.001576420495
656	0.001576420495
657	0.001576420495
658	0.001576420495
659	0.001576420495
660	0.001576420495
661	0.001576420495
662	0.001576420495
663	0.001576420495
664	0.001576420495
665	0.001576420495
666	0.001576420495
667	0.001576420495
668	0.001576420495
669	0.001576420495
670	0.001576420495
671	0.001576420495
672	0.001576420495
673	0.001576420495
674	0.001576420495
675	0.001576420495
676	0.001576420495
677	0.001576420495
678	0.001576420495
679	0.001576420495
680	0.001576420495
681	0.001576420495
682	0.001576420495
683	0.001576420495
684	0.001576420495
685	0.001576420495
686	0.001576420495
687	0.001576420495
688	0.001576420495
689	0.001576420495
690	0.001576420495
691	0.001576420495
692	0.001576420495
693	0.001576420495
694	0.001576420495
695	0.001576420495
696	0.001576420495
697	0.001576420495
698	0.001576420495
699	0.001576420495
700	0.001576420495
701	0.001576420495
702	0.001576420495
703	0.001576420495
704	0.001576420495
705	0.001576420495
706	0.001576420495
707	0.001576420495
708	0.001576420495
709	0.001576420495
710	0.001576420495
711	0.001576420495
712	0.001576420495
713	0.001576420495
714	0.001576420495
715	0.001576420495
716	0.001576420495
717	0.001576420495
718	0.001576420495
719	0.001576420495
720	0.001576420495
721	0.001576420495
722	0.001576420495
723	0.001576420495
724	0.001576420495
725	0.001576420495
726	0.001576420495
727	0.001576420495
728	0.001576420495
729	0.001576420495
730	0.001576420495
731	0.001576420495
732	0.001576420495
733	0.001576420495
734	0.001576420495
735	0.001576420495
736	0.001576420495
737	0.001576420495
738	0.001576420495
739	0.001576420495
740	0.001576420495
741	0.001576420495
742	0.001576420495
743	0.001576420495
744	0.001576420495
745	0.001576420495
746	0.001576420495
747	0.001576420495
748	0.001576420495
749	0.001576420495
750	0.001576420495
751	0.001576420495
752	0.001576420495
753	0.001576420495
754	0.001576420495
755	0.001576420495
756	0.001576420495
757	0.001576420495
758	0.001576420495
759	0.001576420495
760	0.001576420495
761	0.001576420495
762	0.001576420495
763	0.001576420495
764	0.001576420495
765	0.001576420495
766	0.001576420495
767	0.001576420495
768	0.001576420495
769	0.001576420495
770	0.001576420495
771	0.001576420495
772	0.001576420495
773	0.001576420495
774	0.001576420495
775	0.001576420495
776	0.001576420495
777	0.001576420495
778	0.001576420495
779	0.001576420495
780	0.001576420495
781	0.001576420495
782	0.001576420495
783	0.001576420495
784	0.001576420495
785	0.001576420495
786	0.001576420495
787	0.001576420495
788	0.001576420495
789	0.001576420495
790	0.001576420495
791	0.001576420495
792	0.001576420495
793	0.001576420495
794	0.001576420495
795	0.001576420495
796	0.001576420495
797	0.001576420495
798	0.001576420495
799	0.001576420495
800	0.001576420495
801	0.001576420495
802	0.001576420495
803	0.001576420495
804	0.001576420495
805	0.001576420495
806	0.001576420495
807	0.001576420495
808	0.001576420495
809	0.001576420495
810	0.001576420495
811	0.001576420495
812	0.001576420495
813	0.001576420495
814	0.001576420495
815	0.001576420495
816	0.001576420495
817	0.001576420495
818	0.001576420495
819	0.001576420495
820	0.001576420495
821	0.001576420495
822	0.001576420495
823	0.001576420495
824	0.001576420495
825	0.001576420495
826	0.001576420495
827	0.001576420495
828	0.001576420495
829	0.001576420495
830	0.001576420495
831	0.001576420495
832	0.001576420495
833	0.001576420495
834	0.001576420495
835	0.001576420495
836	0.001576420495
837	0.001576420495
838	0.001576420495
839	0.001576420495
840	0.001576420495
841	0.001576420495
842	0.001576420495
843	0.001576420495
844	0.001576420495
845	0.001576420495
846	0.001576420495
847	0.001576420495
848	0.001576420495
849	0.001576420495
850	0.001576420495
851	0.001576420495
852	0.001576420495
853	0.001576420495
854	0.001576420495
855	0.001576420495
856	0.001576420495
857	0.001576420495
858	0.001576420495
859	0.001576420495
860	0.001576420495
861	0.001576420495
862	0.001576420495
863	0.001576420495
864	0.001576420495
865	0.001576420495
866	0.001576420495
867	0.001576420495
868	0.001576420495
869	0.001576420495
870	0.001576420495
871	0.001576420495
872	0.001576420495
873	0.001576420495
874	0.001576420495
875	0.001576420495
876	0.001576420495
877	0.001576420495
878	0.001576420495
879	0.001576420495
880	0.001576420495
881	0.001576420495
882	0.001576420495
883	0.001576420495
884	0.001576420495
885	0.001576420495
886	0.001576420495
887	0.001576420495
888	0.001576420495
889	0.001576420495
890	0.001576420495
891	0.001576420495
892	0.001576420495
893	0.001576420495
894	0.001576420495
895	0.001576420495
896	0.001576420495
897	0.001576420495
